,NDC,ingredient_code,rxnrom
16682,00093571501,,
16683,51552010306,,
16684,64764025303,33738,1368437
16685,00363014730,6750,311500
16686,00008034101,,
16687,37000045504,7646,608796
16688,08137008238,,
16689,00591354125,42347,993518
16690,55111015413,26225,312086
16691,00713066837,5492,1370754
16692,00597000701,2599,884187
16693,50742010701,6918,866924
16694,66530025345,10753,106302
16695,29300013501,2599,884173
16696,52565001259,25126,1191310
16697,00472082902,4462,310364
16698,32671020333,,
16699,68001035600,6918,866427
16700,43975025414,37776,317160
16701,52380127208,2358,211365
16702,51079007356,4603,313988
16703,55111078927,214824,749206
16704,74312052805,,
16705,51991077110,17128,596843
16706,42858013401,8703,310288
16707,00182607558,,
16708,49884092202,,
16709,20482000630,4337,1237066
16710,50580031208,,
16711,36800004662,161,198440
16712,68180010509,5487,349353
16713,50428830970,,
16714,16714045201,51272,312744
16715,42794001802,10814,903456
16716,00378007301,8076,856840
16717,00603362232,,
16718,59762371804,10767,198318
16719,08496300601,,
16720,57237014935,4450,310352
16721,62088000035,,
16722,66594099905,2418,967919
16723,67618031512,36387,1039965
16724,51660020708,28889,692783
16725,00115151866,4083,310169
16726,59762041003,343047,664741
16727,68682088060,34369,198363
16728,00093760257,37776,313210
16729,00378181710,10582,966249
16730,00363092311,6146,311237
16731,52544095701,,
16732,49348089350,221147,880407
16733,54868577400,,
16734,41415020173,,
16735,36000001004,,
16736,45802022135,41126,895487
16737,00049234045,231049,404444
16738,00378561705,114477,311290
16739,00054457125,6813,864706
16740,68180035109,36437,312940
16741,68084025221,42347,993557
16742,00031868512,5032,996520
16743,63402019110,461016,540409
16744,00378488501,39786,313580
16745,50580017624,161,1092378
16746,68180012402,2231,309113
16747,00115173801,6901,1806189
16748,50428031342,2418,880340
16749,00378401201,25789,199246
16750,37205037053,6468,978010
16751,35356014930,3288,861226
16752,43072000486,,
16753,00113033538,3289,1043400
16754,24338012203,4053,206075
16755,00264751020,4850,1795610
16756,16571014150,10600,1992303
16757,00378623205,2556,200371
16758,00338004911,9863,1807631
16759,58160087852,,
16760,63868011001,,
16761,60505327503,61381,314155
16762,00591207504,73056,905092
16763,00603537128,8691,198150
16764,38415051001,,
16765,87701035282,,
16766,81131031174,,
16767,23900000727,,
16768,36000018250,,
16769,16714052203,,
16770,00517571025,,
16771,00378711035,,
16772,00591532101,8691,96304
16773,00074434190,10582,966158
16774,31722028010,,
16775,45802022111,41126,895487
16776,00603178647,1151,1365984
16777,00409475503,26225,1740467
16778,16714044802,704,856845
16779,42858010250,7804,1049221
16780,55111025660,115698,314286
16781,00093779506,,
16782,08470353001,,
16783,37205075021,,
16784,25021012766,2191,1659283
16785,00884039602,,
16786,00904642285,221147,876193
16787,00187520260,6922,213120
16788,29300018813,5487,854919
16789,08884433605,,
16790,00069083038,357977,1541928
16791,00378801510,17128,596843
16792,62332003531,72302,562704
16793,45802006436,10759,1014314
16794,00378563159,37418,313161
16795,53746019401,7258,849431
16796,50428382323,,
16797,33342004510,52175,979492
16798,16571021110,4450,197698
16799,50428242743,,
16800,29300013901,40254,1099678
16801,50111056301,,
16802,57896040110,82003,1115005
16803,00781652386,37418,314227
16804,13533080020,5666,1809578
16805,51991018211,,
16806,37205036374,,
16807,00363015712,1191,212033
16808,49281001110,,
16809,00093104810,6809,861007
16810,27241009809,72625,596930
16811,89158500600,,
16812,54838000970,,
16813,00067033471,,
16814,58406043501,214555,802652
16815,60687012125,82819,835726
16816,00363037606,33290,198776
16817,62332002930,52175,979480
16818,70501001480,,
16819,00363047308,3289,1086991
16820,00135007425,1897,1044532
16821,78742014327,,
16822,51754200104,54987,1871155
16823,43598053760,42347,993518
16824,49884013801,7804,1860137
16825,00409234402,3616,1812168
16826,31722051390,36567,198211
16827,10939022411,,
16828,60258012106,1897,809533
16829,64980041409,187832,483440
16830,00067791806,161,1659960
16831,31722082730,89013,349545
16832,00904604516,797541,808520
16833,00378615077,,
16834,11701004614,11423,1053158
16835,50428125815,,
16836,41167058003,,
16837,11917013237,,
16838,00078060020,,
16839,11917007445,6582,311429
16840,99207051417,,
16841,63402051124,,
16842,00378020810,4603,310429
16843,67877045010,77492,863669
16844,00378552101,42347,1801289
16845,00904581189,,
16846,45802022211,41126,895987
16847,60505004101,24605,197686
16848,00378447201,68149,200060
16849,11042011396,,
16850,00187410010,21232,889616
16851,63304069501,6980,314108
16852,43547040610,2598,197527
16853,00093321205,2598,197528
16854,00078077735,69749,1656351
16855,38779036406,,
16856,00781104610,8076,198076
16857,38779115304,,
16858,70074057802,,
16859,63739037510,25480,310431
16860,69097094605,83367,617311
16861,16714048201,28889,311372
16862,49348030539,6581,253017
16863,00781531008,35636,403825
16864,00121072716,,
16865,00603421032,,
16866,00536308641,,
16867,00378557593,30125,205324
16868,16714095501,6135,203088
16869,00574232515,10753,313451
16870,00781527492,135447,997229
16871,00143958130,,
16872,51552026905,,
16873,00462035815,,
16874,16714079904,20610,1014678
16875,94046000173,,
16876,66993084462,8638,643123
16877,00002751001,86009,865098
16878,40986001272,,
16879,38396050432,,
16880,50428133177,,
16881,16714034104,,
16882,43598021351,723,617423
16883,42494030703,703,835956
16884,68382080705,10737,856364
16885,00597015390,1545653,1545668
16886,33342012207,89013,602964
16887,62011025501,33199,250387
16888,68455010833,,
16889,00378728490,4124,810096
16890,51552061305,,
16891,00406993203,5691,835591
16892,31722033101,11289,855324
16893,00517502325,56443,1859502
16894,00228427111,7052,891888
16895,00043011916,,
16896,00009513502,190376,262091
16897,68462022110,42351,197889
16898,45802046611,3743,857366
16899,68462012901,39998,403967
16900,67877019905,17767,308135
16901,00069024230,797195,810075
16902,68682010150,8013,312301
16903,00781542031,33738,317573
16904,61442012101,4278,310273
16905,16729004301,42316,198378
16906,50428301424,,
16907,00378668977,40790,314200
16908,70000031701,28889,311372
16909,68645051354,7417,1812013
16910,90166012122,,
16911,64380080806,5640,197806
16912,00006032530,1547099,1547114
16913,16714040302,20489,309077
16914,00591396801,,
16915,00378015601,8698,198152
16916,67253038915,,
16917,63736001241,,
16918,00168082515,281,197312
16919,62107005010,161,798928
16920,00409080601,2180,313920
16921,64980051405,10600,1992303
16922,24208031710,8638,1012021
16923,00054029399,18603,1797867
16924,10310032049,,
16925,50428460967,,
16926,67877046990,187832,483444
16927,68462065629,4124,1251334
16928,68180098003,29046,314076
16929,62559043130,5492,310891
16930,42543014101,5492,197782
16931,30768017965,618060,1115585
16932,62559017001,7052,892589
16933,37000042009,,
16934,10702007101,7814,977942
16935,72959042050,,
16936,00603358421,5640,858778
16937,24385062981,,
16938,37205031221,9863,707251
16939,50428691934,,
16940,50474030050,,
16941,00869087145,5499,91349
16942,00472146516,,
16943,50580092230,,
16944,00409427701,6387,1010671
16945,37205049178,11248,313896
16946,00430019124,8120,1094122
16947,00143126610,,
16948,64679090302,1998,317173
16949,58177090907,,
16950,63323031150,1908,1668248
16951,49884082610,6918,866436
16952,50742010210,1202,197381
16953,00087145841,,
16954,44087000407,61148,751566
16955,65862018501,2582,197518
16956,56151087101,,
16957,67253065110,8794,198175
16958,55111022501,28439,311265
16959,69097084805,321988,349332
16960,00904646320,3289,1090463
16961,00378142293,5487,403854
16962,63304092701,40114,862025
16963,68382002101,39786,313586
16964,00245007111,54993,199381
16965,62756016081,77492,863669
16966,31722041801,29046,311354
16967,59746017106,8640,198144
16968,00713029332,,
16969,00781506120,723,308194
16970,00135001427,,
16971,65862047030,5487,979471
16972,12547063937,,
16973,50428216515,,
16974,63304065325,32624,283536
16975,68645046370,49276,197626
16976,68462023101,7646,198051
16977,57237005399,,
16978,16729019801,,
16979,43547026710,25480,310432
16980,38396030100,,
16981,11917017091,1151,282402
16982,70710122601,704,856834
16983,53489014901,10502,198274
16984,10337035860,32638,207248
16985,00045044804,,
16986,10939050444,,
16987,00832058525,21241,1366192
16988,64380074207,1827,866083
16989,11917013036,,
16990,12547068624,,
16991,00168000616,10759,1085636
16992,51672125802,2590,861495
16993,00228263750,25480,310434
16994,59762502101,35208,312749
16995,00168030130,2590,1992281
16996,00093816410,,
16997,36000052147,,
16998,16714050102,37801,313222
16999,00143144505,8134,312357
17000,00713317101,2582,197518
17001,51862013530,,
17002,10135020301,9796,314216
17003,43598043130,7597,1053753
17004,43598058230,1819,1010604
17005,00591544243,8640,763183
17006,05388099945,,
17007,64679075802,35827,1665459
17008,62175021032,88249,200224
17009,50458057990,1114195,1232088
17010,50428800230,,
17011,11917009246,,
17012,00378812101,36437,312941
17013,00074376960,,
17014,70074064117,,
17015,37000082014,,
17016,40986001010,,
17017,62332008190,5487,349353
17018,00781325089,214582,2000007
17019,00378341101,42347,993503
17020,00168001531,5492,106258
17021,68012000213,6809,861018
17022,11917006881,,
17023,00904602561,,
17024,96295011986,,
17025,41679093166,,
17026,49035052908,,
17027,00062542601,,
17028,00143958109,,
17029,00024107501,,
17030,62756016013,77492,863669
17031,59779058730,9796,198852
17032,00085173701,,
17033,68084004501,32937,1738495
17034,11917003961,,
17035,69238117009,3638,1000070
17036,68875010201,1364468,1364477
17037,22600093950,,
17038,50428371914,,
17039,50242013501,612865,1657976
17040,14832001104,,
17041,68025003110,,
17042,00113031034,,
17043,36000019283,,
17044,65862056530,61381,312077
17045,10888500602,,
17046,00187526801,10454,1087623
17047,50428320324,,
17048,31604001485,1151,282402
17049,00591377410,,
17050,60505367803,20352,860510
17051,50428799144,,
17052,68645046454,49276,197627
17053,00378815601,6901,1091170
17054,00536109170,41126,1797907
17055,96295010915,,
17056,68180046301,17767,898359
17057,50428887841,,
17058,00009766304,258494,261317
17059,00378702501,6475,311385
17060,00603388621,,
17061,41100080886,,
17062,63824020120,8163,1243679
17063,00182613577,,
17064,00067628628,17128,596918
17065,35356015430,,
17066,00078035105,274332,284529
17067,54092038301,3288,861222
17068,00054252731,42351,197889
17069,60505011200,25480,310430
17070,00781317895,2191,1659287
17071,11523716002,28889,206805
17072,57145000132,,
17073,50428132704,,
17074,51672527604,,
17075,49884022205,3638,1000064
17076,12547017033,3498,1049632
17077,37205006872,47613,847121
17078,00904628880,1191,318272
17079,70255002501,2049106,2049121
17080,00002202402,,
17081,00007323211,,
17082,50428955492,,
17083,87701089682,,
17084,50580044915,161,209459
17085,33342008307,61381,314155
17086,43478090288,8787,856460
17087,00603240732,1292,197392
17088,36000030569,,
17089,36000025809,,
17090,50428108209,,
17091,63323028420,11124,1807513
17092,57515018258,,
17093,50228017705,25480,310433
17094,49884084901,6963,993470
17095,41163041121,3289,1421985
17096,11845006935,11248,309593
17097,62011007101,8896,1117562
17098,62991292401,,
17099,16590038303,,
17100,49884013601,7804,1860157
17101,00525045090,,
17102,68180075203,17767,308135
17103,51862016450,,
17104,37000002401,8928,880853
17105,00536589688,7407,198030
17106,00032121207,6406,863841
17107,50428143345,,
17108,00264780200,9863,1807552
17109,00591387604,73056,1020065
17110,57896079101,9796,314216
17111,51552014505,,
17112,59762024602,,
17113,43547038450,25480,310431
17114,71858011505,10582,2056470
17115,71858010505,10582,2056494
17116,00093555201,352372,899461
17117,12547023779,,
17118,00093316501,6980,197985
17119,00363037502,6468,978010
17120,00074307490,7393,1098142
17121,51672128202,10759,1014314
17122,69097027703,275891,313566
17123,49348023610,161,1092189
17124,72140000023,,
17125,50580011108,,
17126,00003052411,475342,643177
17127,58657062101,25480,310431
17128,69452014420,18993,283417
17129,68025006830,,
17130,00603614921,,
17131,68180089313,4124,1427300
17132,00603465428,88249,242438
17133,68462036205,,
17134,59762017102,3992,1870230
17135,42582021418,723,308191
17136,59762134401,187832,483448
17137,65862060490,746741,859033
17138,00113042860,9796,198852
17139,16714078801,89013,349547
17140,69097086707,7226,198006
17141,54458010022,,
17142,00023586230,24941,1809905
17143,57515044000,,
17144,00093516101,,
17145,00781310395,7773,312127
17146,00395061716,2635,204837
17147,30768003304,,
17148,49035019602,7407,198031
17149,16714036206,,
17150,00378071201,5487,858824
17151,50428280123,,
17152,00573022567,1399,1052633
17153,38396030775,,
17154,63323054201,5224,1362831
17155,68850000501,,
17156,56062058840,612,237870
17157,33342008845,88014,314209
17158,55513084101,2045613,2045638
17159,65162095603,28439,850091
17160,69367020305,161,238154
17161,60505132309,42463,904481
17162,51552069206,,
17163,12547017136,3498,1049632
17164,55111024860,114477,387003
17165,08290309653,,
17166,65702040010,,
17167,00093770198,356887,855172
17168,00069814020,1148495,1148506
17169,00093913306,703,833528
17170,50428695036,,
17171,58160088052,,
17172,65862020290,52175,979492
17173,51862024105,703,833528
17174,52817018210,2599,884189
17175,76385011301,20352,200033
17176,65781100610,,
17177,52569013398,,
17178,00264775000,8591,847630
17179,49483068703,73710,577315
17180,00472178310,3355,855642
17181,46122001433,221147,880407
17182,50428317914,,
17183,50428456321,,
17184,62991200101,,
17185,42847010330,3638,966791
17186,50428460455,,
17187,67457022702,,
17188,59762005001,6902,328161
17189,55111053401,40254,1099569
17190,50383008716,5032,995868
17191,50458055101,679314,686443
17192,45802037635,1514,848176
17193,68462029792,21090,309289
17194,43598054705,7804,1049214
17195,51672138603,4462,103456
17196,64125011601,,
17197,00536126012,,
17198,66758020854,9601,351875
17199,66215062820,1729002,1729076
17200,65162046410,5640,197805
17201,00904131409,19478,308763
17202,00006057761,593411,861771
17203,00013265002,61148,762836
17204,70074063058,,
17205,50428265288,,
17206,00363061752,28889,1299244
17207,00043013410,9796,210299
17208,43547035211,29046,311354
17209,00603519221,,
17210,00093304401,11170,897640
17211,16837091108,,
17212,00078060805,352372,1101928
17213,68462024401,,
17214,00115156001,7804,1860137
17215,68001026632,4492,239177
17216,70000014802,20610,1014678
17217,42799012101,1808,197419
17218,42799012001,1808,197418
17219,00781268901,352372,1006608
17220,50428369088,,
17221,29300018713,5487,854916
17222,00536102547,,
17223,47781027509,,
17224,50428538397,,
17225,00378241001,10800,198323
17226,00299391702,,
17227,56062046162,5640,310963
17228,68047032116,3289,1190174
17229,00062027523,,
17230,00378580793,69749,349483
17231,51293061101,,
17232,68462056417,42372,311877
17233,12333914401,,
17234,00378258801,5553,995281
17235,00182120140,,
17236,11917014382,,
17237,00574006930,4850,1038787
17238,62011007403,28889,311372
17239,45802075401,10379,1597076
17240,50580055024,3289,1094538
17241,00363086634,8345,283219
17242,41608008758,,
17243,00062540201,,
17244,57664018788,7804,1049611
17245,00121075908,8638,283077
17246,00378073493,4493,313990
17247,68001024804,88249,200224
17248,68180021509,5487,979468
17249,08290306413,,
17250,16714069301,4450,197700
17251,00074304113,161,1310202
17252,17478028312,,
17253,16714087601,83367,617311
17254,00781232368,358255,403811
17255,00003363810,343047,1598989
17256,71858014005,10582,2056490
17257,70074066640,,
17258,00081086524,8896,1049529
17259,59746030932,61381,351108
17260,00536105556,1418,308694
17261,00406186001,6901,1806197
17262,10702007501,6901,1091145
17263,00517234025,24909,1741268
17264,37000065864,,
17265,60505311103,61381,312078
17266,51991063501,11248,1087208
17267,00185017310,5487,197887
17268,52427028801,7454,201883
17269,00517570425,,
17270,68382001518,82122,199884
17271,50428454527,,
17272,00121074316,,
17273,50428444805,3498,1087026
17274,00121072104,4493,310386
17275,00062019011,,
17276,50474067066,1739745,1739782
17277,31604002742,,
17278,96295010955,,
17279,42769134008,,
17280,00078063968,1599788,1653243
17281,16500055591,,
17282,76282020710,2556,200371
17283,55111034301,2556,200371
17284,68001012200,6918,866436
17285,50580089504,6135,608844
17286,50222050106,1514,833463
17287,13668000430,,
17288,24385047152,28889,311372
17289,16500052990,,
17290,10135014401,161,198440
17291,68001011603,114477,311288
17292,68382001901,39786,313584
17293,51552051506,,
17294,00555073302,10737,856369
17295,47781065710,10582,966224
17296,71093012104,25480,310431
17297,43485010460,114477,1736044
17298,16729022616,9997,198223
17299,64980020101,42347,993691
17300,68084012701,7258,198014
17301,65862084130,306266,485434
17302,10370083005,3443,830845
17303,38703007710,,
17304,00008083721,39786,729932
17305,00536299020,,
17306,81131031179,,
17307,00409198530,6470,763028
17308,00006046410,358255,644278
17309,68001022100,7226,198006
17310,50383017290,42955,197448
17311,11523715703,28889,744830
17312,00093002901,3827,858810
17313,68180050203,41493,152695
17314,00031870618,,
17315,49022042836,,
17316,68462053670,59943,310982
17317,00316103501,11002,1442881
17318,00003218811,614391,1145932
17319,00904588861,,
17320,14428000003,,
17321,65628007005,,
17322,37205085526,20610,1014673
17323,00527194870,82122,477391
17324,73796004322,,
17325,23155002405,1827,866083
17326,00904587912,,
17327,00409798361,9863,1807627
17328,49884048511,28439,252478
17329,00093506110,5553,995258
17330,65862029390,301542,859424
17331,16729028715,301542,859419
17332,68180044902,51272,312745
17333,00781540801,,
17334,00121076616,1897,308891
17335,00074706890,10582,966191
17336,51672127502,2623,309367
17337,50428051468,,
17338,00310027110,51272,153639
17339,63323056890,67108,854241
17340,00378016789,3640,1650143
17341,69097012215,38404,199888
17342,36000012855,,
17343,76439013104,,
17344,59762003301,136411,577033
17345,69367017401,5509,197795
17346,51477000204,,
17347,76204080025,237159,311286
17348,57237017190,301542,859419
17349,00363049547,20610,1087169
17350,75834015801,11170,897640
17351,40985021151,10454,313323
17352,54868562100,,
17353,70074040711,,
17354,62756079888,40254,1099870
17355,00378459710,6918,866412
17356,50428102202,7407,314119
17357,51079043320,5487,310818
17358,00363578022,20610,1086794
17359,65862046999,5487,979464
17360,11917009405,,
17361,00185041060,42347,993503
17362,00182020834,,
17363,00641037625,3498,1049633
17364,00066044160,,
17365,69452015773,88014,312837
17366,00187514650,10753,1987646
17367,67253014010,,
17368,31604001870,2418,199362
17369,00555902658,24941,1358765
17370,00143176401,,
17371,66993066260,72625,596926
17372,64720021610,3288,884385
17373,00603616016,,
17374,50111091601,38413,198369
17375,66215030300,40138,861966
17376,00093205701,7417,198034
17377,41679067066,,
17378,64679055304,,
17379,23155029042,641,1723160
17380,10939075644,,
17381,59651000815,18631,141963
17382,63739004407,260101,728113
17383,51991089533,306266,485434
17384,38396041908,,
17385,51079072820,38404,199889
17386,30138005090,,
17387,55111012605,2551,197511
17388,11845015071,,
17389,56062043262,8896,1049160
17390,00143178705,161,238154
17391,00603150858,8134,702519
17392,10702000801,7804,1049611
17393,00093007401,39993,854873
17394,11917011174,,
17395,00185041005,42347,993503
17396,00245005790,,
17397,14550051304,,
17398,50428888495,,
17399,51991001406,6711,199163
17400,00363023108,19478,308762
17401,50428436040,,
17402,42806034909,42347,993557
17403,00904250091,20063,284308
17404,42543070005,2101,197446
17405,27241008403,17767,730872
17406,14539070101,1808,197418
17407,11673057195,87636,997420
17408,15370025030,,
17409,00093744965,,
17410,46122002858,5032,636522
17411,10631010807,10223,210180
17412,69543012350,25789,199245
17413,16714035201,4493,310385
17414,00093721410,6809,861004
17415,00603243532,1424,885209
17416,00904198359,161,209443
17417,00591252005,2410,197502
17418,43547026550,25480,310430
17419,00378547591,3640,728207
17420,08373045800,,
17421,00115692201,40254,1099569
17422,59366274401,,
17423,43386014012,6883,996824
17424,40985027493,,
17425,16714036201,,
17426,68135030002,753340,1486691
17427,25866010506,7258,849728
17428,68382010610,40254,1099596
17429,50428691955,,
17430,25021065601,,
17431,69097012303,38404,151226
17432,00228291809,3443,830795
17433,00182109719,,
17434,59762004602,,
17435,00074052260,195088,847745
17436,11917010412,,
17437,69238131409,187832,483440
17438,23155054841,26225,1740467
17439,33342006844,61381,312078
17440,08290324908,,
17441,55390030910,2193,309092
17442,00093710212,,
17443,67877024801,51272,616483
17444,63739051910,8640,198145
17445,50428043950,,
17446,00378604728,35636,616705
17447,64376013201,82122,311296
17448,00098188508,,
17449,63824073016,1399,1235472
17450,00536468010,10454,313323
17451,50428152355,,
17452,00245004011,,
17453,00517301025,11295,540930
17454,51552011505,,
17455,64980033004,25126,1191307
17456,10147068801,6901,1091170
17457,62756020083,31914,1299911
17458,42799081301,8638,702306
17459,00378207605,29046,197884
17460,55111025505,20352,200033
17461,00555088202,5552,197797
17462,70501001330,,
17463,37205016526,8345,283219
17464,00093596101,40114,862013
17465,00093026215,4462,103456
17466,00121053216,,
17467,50428230995,,
17468,00185075701,10171,198228
17469,00781155613,6058,381056
17470,00245018015,,
17471,00143998150,723,617423
17472,69097082112,4719,310459
17473,00023611301,6406,1595292
17474,20513008001,,
17475,51862051006,4124,748865
17476,00536252525,1992,198555
17477,23155024601,39786,313582
17478,56062017653,20610,1014571
17479,61703040841,6851,1655956
17480,00378022201,2409,197499
17481,00093084030,,
17482,49884022101,3638,1000058
17483,10939016701,,
17484,44523052002,10223,1005834
17485,64980014901,2683,198153
17486,16714039901,19552,197453
17487,68084059401,,
17488,31722019305,7804,1049225
17489,31722074690,69749,349199
17490,52747071060,,
17491,16714039501,20489,309078
17492,00187073130,42347,993564
17493,73796026710,,
17494,00074244003,42375,1115456
17495,58468021101,1310520,1310535
17496,00591398560,140587,349514
17497,40985027415,,
17498,54458098112,2556,283672
17499,08333040101,,
17500,00591571401,722,197366
17501,60505708502,4337,1603495
17502,62332004890,5487,979468
17503,70720095036,50610,105641
17504,57664050918,2556,309314
17505,47335089481,32968,309362
17506,50428797752,,
17507,00093312501,3356,197596
17508,54092050212,,
17509,24385053230,33290,198776
17510,65862020005,25480,310432
17511,65162061710,161,836395
17512,61958060101,276237,404587
17513,58406043504,214555,802652
17514,51079021719,,
17515,00093576710,,
17516,37000074133,,
17517,01490003916,,
17518,68382002801,6809,861007
17519,00597014960,1037042,1037181
17520,59762501301,9997,198222
17521,63323087715,7994,861599
17522,00259030350,,
17523,62011016701,47686,702050
17524,00087047302,,
17525,43900018666,,
17526,00904780961,21949,828348
17527,68001041504,72625,596934
17528,00574082010,10379,835840
17529,00555087302,6691,1000141
17530,59762502201,35208,314203
17531,37205034652,28889,311372
17532,62011014001,19478,308761
17533,67877032105,5640,197807
17534,52544024928,,
17535,68462025801,72302,562704
17536,38779094601,,
17537,00591246805,6915,311666
17538,08137008207,,
17539,41167030012,,
17540,52817021050,3013,866144
17541,68180061607,51272,721796
17542,63323018550,11295,540930
17543,69543022330,,
17544,16781015496,,
17545,63824072216,1399,1235477
17546,51672416403,6922,577237
17547,65862070360,115698,313776
17548,68001033200,29046,311353
17549,58914001106,,
17550,68084003001,,
17551,16729021101,49276,197625
17552,00378425405,28439,198429
17553,11917007472,,
17554,00363045875,20610,1087169
17555,68001027108,29046,197884
17556,00472126194,5640,197803
17557,00536360408,9796,252294
17558,73796026785,,
17559,55111052701,42316,198378
17560,00054028325,7814,977939
17561,36800058840,612,237870
17562,00093550356,4493,721787
17563,69387010430,,
17564,40076071530,3638,1000095
17565,57894019506,1100072,1918044
17566,51862044610,10324,313195
17567,00049319028,121243,352220
17568,27437020603,25033,705008
17569,64679092402,3827,858813
17570,17772012201,32624,1365847
17571,50924087710,,
17572,00113027172,,
17573,50428015168,,
17574,31722028301,21949,828348
17575,57664016652,6918,866514
17576,66215050130,1442132,1442143
17577,00603385525,,
17578,00185014101,32613,312132
17579,64980037803,38400,608143
17580,49483062181,6809,861010
17581,47781018001,725,541363
17582,00085460202,,
17583,61748009510,42954,639566
17584,68001035803,6918,866412
17585,37000006684,,
17586,00009069801,6902,207193
17587,00126019393,10030,750088
17588,00264751010,4850,1795607
17589,00054852825,42351,197890
17590,00093565556,228790,351172
17591,00002871591,,
17592,50428574954,,
17593,24208079535,7299,309679
17594,37000016617,,
17595,45963053930,26225,312086
17596,00093010901,2002,308979
17597,00591315901,62427,858747
17598,51927200700,,
17599,50428830474,,
17600,45963043965,6218,544452
17601,41167002672,,
17602,60505356203,88249,200224
17603,52817016260,51272,721791
17604,69238158306,7514,1811763
17605,66215061606,1729002,1729047
17606,59779037708,,
17607,58980063014,9525,885568
17608,58980061030,11002,198886
17609,17314932001,,
17610,52569013323,,
17611,42195014550,161,1435853
17612,66993093658,6922,577237
17613,53014053007,,
17614,63304058010,6918,866514
17615,00182111310,,
17616,59762372201,596,197322
17617,50580022610,3498,1049632
17618,68968203001,32937,541664
17619,54162060001,,
17620,55111059760,6719,996561
17621,00378072301,5487,858828
17622,70074062124,,
17623,51927333800,,
17624,53014053107,,
17625,08884430300,,
17626,25866055306,3498,1550963
17627,69238149101,1808,197419
17628,86227080055,,
17629,51645099101,39954,313773
17630,70710106501,2597,857297
17631,51672130302,3743,857366
17632,00603766317,31994,753479
17633,00228255006,3355,855906
17634,46017001104,,
17635,61314064710,3264,309683
17636,00409234732,3616,309986
17637,61442036305,6809,861004
17638,16714069801,73645,313565
17639,47469000852,,
17640,16714004107,519,197319
17641,50428955443,,
17642,00008103006,35302,351901
17643,00781232246,358255,403810
17644,00121097800,3498,1049906
17645,62332009830,89013,402131
17646,00832054011,1808,197417
17647,69076050060,114477,807832
17648,51991031190,734064,1874559
17649,71800000301,21949,828299
17650,71930005112,32675,863664
17651,00603129558,,
17652,68180030320,2194,309098
17653,00228212810,2599,884185
17654,63323056586,67108,854255
17655,31604001290,11248,313896
17656,68645055054,29046,311353
17657,00603388121,,
17658,57664039758,6809,861007
17659,68382005610,11289,855332
17660,00310028039,51272,853202
17661,00004080085,260101,261315
17662,67386031101,,
17663,00603537221,8691,96304
17664,00378797052,7213,836358
17665,50428707924,,
17666,67877011905,5640,197805
17667,36000030564,,
17668,59676056101,,
17669,10702010201,6901,1091392
17670,65702073110,,
17671,00054023624,7052,892672
17672,47335058583,301542,859419
17673,81131031173,,
17674,39822031007,7299,866042
17675,00603446728,6809,861007
17676,00093108701,2176,309043
17677,49614042372,,
17678,67877026605,68149,199058
17679,00677007601,,
17680,68462080101,6813,864706
17681,33342013509,51272,721791
17682,50428849424,,
17683,00338051909,9949,1799706
17684,60758080210,10600,1923428
17685,51862004791,4124,1112687
17686,00378932232,36117,2110516
17687,69097037302,358263,757707
17688,00169185250,,
17689,52544007730,10379,1190957
17690,00093894301,281,197311
17691,00378047705,3322,197589
17692,00023917705,134615,861210
17693,08137004811,,
17694,33342008850,88014,314209
17695,41167412004,87636,997422
17696,00904323252,1897,237420
17697,00536412195,,
17698,13107001905,161,857002
17699,00603577121,,
17700,58487003231,,
17701,43199004101,,
17702,00904651961,15996,311725
17703,45802032530,5032,310621
17704,38779059908,,
17705,68382051205,620,849389
17706,36000052109,,
17707,35356071930,2598,197527
17708,66825000201,236782,602745
17709,00002411630,61381,153047
17710,50428394373,,
17711,00006071101,,
17712,51552009405,,
17713,16729015000,,
17714,00574060810,24947,1860100
17715,50428373092,,
17716,68382007910,5093,310672
17717,10742003201,36387,210241
17718,00363057113,87636,1116528
17719,86227921655,,
17720,00168033660,10759,1085741
17721,00023932105,134615,861206
17722,65162074510,8745,992438
17723,75854030430,,
17724,45802006001,1291,1648110
17725,65162018950,7258,198012
17726,00406896201,3288,884532
17727,00378618001,8787,856569
17728,68682051901,5021,242831
17729,59762181502,,
17730,68180067711,260101,312122
17731,53746064101,4441,886662
17732,43598086360,42347,1801289
17733,17478030512,135391,1111343
17734,68180097003,10582,966248
17735,49348085004,,
17736,49884012110,,
17737,58980062510,,
17738,00121050412,161,993755
17739,37205002426,,
17740,11917016481,,
17741,49411005208,99,754890
17742,00185067405,5553,995253
17743,60432012916,2002,308976
17744,00088117530,,
17745,00185721268,18631,141963
17746,41167000393,5492,206314
17747,67253014646,,
17748,98302000143,,
17749,00781406336,358255,754508
17750,49884002010,6058,314055
17751,42543070010,2101,197446
17752,62332002830,52175,979492
17753,00591046105,4821,310488
17754,00378600401,4496,865117
17755,00781635587,108118,1797865
17756,00185044801,59078,351254
17757,00172541310,,
17758,49348087634,5640,197803
17759,33342007410,5487,200284
17760,00363066834,3289,1234386
17761,00310620530,1488564,1486981
17762,24357070115,6387,1422080
17763,55111053305,40254,1099563
17764,00363052162,5640,310963
17765,52569013351,,
17766,00378661501,32675,863628
17767,70074064284,,
17768,00185060210,29046,311353
17769,11822515660,,
17770,68382027101,24605,310245
17771,52544015219,720825,809481
17772,63736044704,6932,1536610
